Codice richiesta,80749
Codice Stazione,S2576
Denominazione,DIGA DEL CHIOTAS
Localita',DIGA DEL CHIOTAS
UTM X,366881 m
UTM Y,4891327 m
Quota,2020 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
20/09/2018 , 00:45 ,     9.9 , 0 ,    12.7 , Z , 13:20 ,    17.5 , 0
22/09/2018 , 04:35 ,    11.7 , 0 ,    15.2 , Z , 12:25 ,    19.9 , 0
23/09/2018 , 03:35 ,    13.4 , 0 ,    17.5 , Z , 11:10 ,    22.3 , 0
24/09/2018 , 23:35 ,     5.6 , 0 ,    11.4 , Z , 13:15 ,    15.0 , 0
25/09/2018 , 22:55 ,     2.4 , 0 ,     3.7 , Z , 13:20 ,     6.0 , 0
26/09/2018 , 04:45 ,     1.5 , 0 ,     5.9 , Z , 14:35 ,    11.3 , 0
27/09/2018 , 05:05 ,     9.0 , 0 ,    12.1 , Z , 11:40 ,    17.9 , 0
28/09/2018 , 23:50 ,     9.4 , 0 ,    13.4 , Z , 12:25 ,    19.5 , 0
29/09/2018 , 23:50 ,     5.6 , 0 ,     8.5 , Z , 11:15 ,    12.3 , 0
30/09/2018 , 23:59 ,     3.8 , 0 ,     7.3 , Z , 09:35 ,    11.2 , 0
01/10/2018 , 16:00 ,    -1.4 , 0 ,     2.7 , Z , 09:45 ,     8.5 , 0
02/10/2018 , 05:25 ,    -1.6 , 0 ,     3.4 , Z , 12:00 ,     7.7 , 0
03/10/2018 , 00:10 ,     5.1 , 0 ,     9.3 , Z , 11:20 ,    15.3 , 0
04/10/2018 , 22:55 ,     4.1 , 0 ,     6.9 , Z , 12:25 ,    11.3 , 0
05/10/2018 , 05:45 ,     3.0 , 0 ,     6.1 , Z , 12:10 ,    10.6 , 0
06/10/2018 , 04:55 ,     2.1 , 0 ,     4.2 , Z , 12:50 ,     5.8 , 0
07/10/2018 , 02:40 ,     4.0 , 0 ,     5.4 , Z , 08:05 ,     7.5 , 0
08/10/2018 , 00:45 ,     4.5 , 0 ,     5.8 , Z , 12:05 ,     8.0 , 0
09/10/2018 , 03:55 ,     4.3 , 0 ,     6.7 , Z , 12:15 ,    10.8 , 0
10/10/2018 , 05:30 ,     5.1 , 0 ,     5.6 , Z , 00:25 ,     6.1 , 0
11/10/2018 , 07:10 ,     3.5 , 0 ,     4.9 , Z , 12:10 ,     6.1 , 0
12/10/2018 , 04:15 ,     4.3 , 0 ,     6.5 , Z , 13:25 ,    10.8 , 0
13/10/2018 , 05:05 ,     5.1 , 0 ,     7.2 , Z , 12:55 ,    12.6 , 0
14/10/2018 , 08:35 ,     3.4 , 0 ,     4.5 , Z , 12:25 ,     6.7 , 0
15/10/2018 , 02:20 ,     2.9 , 0 ,     3.7 , Z , 10:00 ,     5.0 , 0
16/10/2018 , 03:30 ,     3.5 , 0 ,     4.0 , Z , 12:25 ,     4.6 , 0
17/10/2018 , 06:35 ,     3.7 , 0 ,     4.7 , Z , 23:50 ,     5.5 , 0
18/10/2018 , 00:10 ,     5.3 , 0 ,     6.0 , Z , 14:05 ,     6.8 , 0
19/10/2018 , 00:15 ,     5.2 , 0 ,     8.2 , Z , 12:25 ,    13.0 , 0
20/10/2018 , 03:00 ,     6.0 , 0 ,     8.3 , Z , 11:30 ,    13.1 , 0
21/10/2018 , 23:59 ,     4.6 , 0 ,     9.1 , Z , 13:00 ,    15.5 , 0
22/10/2018 , 07:50 ,     0.8 , 0 ,     4.3 , Z , 13:30 ,     8.6 , 0
23/10/2018 , 01:15 ,     4.1 , 0 ,     8.6 , Z , 13:15 ,    13.5 , 0
24/10/2018 , 03:05 ,    10.3 , 0 ,    13.6 , Z , 11:40 ,    18.8 , 0
25/10/2018 , 03:30 ,    10.9 , Z ,    14.3 , Z , 10:15 ,    15.7 , 0
26/10/2018 , 23:00 ,     6.0 , 0 ,    10.8 , Z , 10:20 ,    14.8 , 0
27/10/2018 , 18:05 ,     1.3 , 0 ,     4.6 , Z , 01:00 ,     7.5 , 0
28/10/2018 , 05:40 ,     2.0 , 0 ,     4.2 , Z , 10:35 ,     6.8 , 0
29/10/2018 , 23:20 ,    -2.3 , 0 ,     0.6 , Z , 01:05 ,     4.2 , 0
30/10/2018 , 23:10 ,    -2.7 , 0 ,    -0.7 , Z , 22:45 ,     1.9 , 0
31/10/2018 , 01:55 ,    -2.3 , 0 ,    -1.7 , Z , 14:00 ,    -0.7 , 0
01/11/2018 , 00:15 ,    -1.7 , 0 ,     0.7 , Z , 10:45 ,     3.3 , 0
02/11/2018 , 04:05 ,    -0.3 , 0 ,     0.5 , Z , 15:00 ,     1.7 , 0
03/11/2018 , 02:35 ,    -0.2 , 0 ,     1.8 , Z , 22:15 ,     3.8 , 0
04/11/2018 , 23:20 ,     2.2 , 0 ,     3.3 , Z , 01:20 ,     4.0 , 0
05/11/2018 , 02:15 ,     1.8 , 0 ,     2.6 , Z , 20:55 ,     3.7 , 0
06/11/2018 , 15:55 ,     0.0 , 0 ,     2.5 , Z , 06:35 ,     5.3 , 0
07/11/2018 , 06:05 ,     0.5 , 0 ,     2.0 , Z , 11:35 ,     4.4 , 0
08/11/2018 , 04:50 ,     0.8 , 0 ,     2.0 , Z , 00:30 ,     4.2 , 0
09/11/2018 , 07:35 ,     0.9 , 0 ,     1.5 , Z , 09:40 ,     2.0 , 0
10/11/2018 , 00:10 ,     1.5 , 0 ,     3.7 , Z , 09:35 ,     5.4 , 0
11/11/2018 , 23:30 ,     2.0 , 0 ,     5.1 , Z , 23:50 ,     7.0 , 0
12/11/2018 , 00:25 ,     2.0 , * ,     6.0 , Y , 23:55 ,     7.5 , *
13/11/2018 , 01:30 ,     4.9 , 0 ,     7.8 , Z , 11:40 ,    11.6 , 0
14/11/2018 , 23:30 ,     2.8 , 0 ,     4.8 , Z , 00:20 ,     7.0 , 0
15/11/2018 , 06:40 ,     2.2 , 0 ,     3.6 , Z , 13:35 ,     5.6 , 0
16/11/2018 , 23:45 ,    -3.6 , 0 ,    -0.1 , Z , 00:05 ,     4.4 , 0
17/11/2018 , 16:40 ,    -6.2 , 0 ,    -5.2 , Z , 00:25 ,    -3.6 , 0
18/11/2018 , 16:15 ,    -7.3 , 0 ,    -5.8 , Z , 22:55 ,    -4.2 , 0
19/11/2018 , 06:40 ,    -9.5 , 0 ,    -7.6 , Z , 00:05 ,    -4.8 , 0
20/11/2018 , 00:45 ,    -8.9 , 0 ,    -6.6 , Z , 23:50 ,    -1.0 , 0
21/11/2018 , 03:20 ,    -6.0 , 0 ,    -2.9 , Z , 23:55 ,     1.9 , 0
22/11/2018 , 22:45 ,    -3.1 , 0 ,     0.7 , Z , 11:25 ,     2.4 , 0
23/11/2018 , 22:55 ,    -4.0 , 0 ,    -2.8 , Z , 00:30 ,    -0.5 , 0
24/11/2018 , 00:00 ,    -3.6 , Z ,     1.2 , Z , 13:00 ,     3.2 , Z
25/11/2018 , 04:35 ,    -5.0 , 0 ,    -3.6 , Z , 00:10 ,    -0.9 , 0
26/11/2018 , 00:20 ,    -3.3 , 0 ,    -2.1 , Z , 11:50 ,     0.3 , 0
27/11/2018 , 06:35 ,    -3.6 , 0 ,    -1.9 , Z , 13:05 ,     0.3 , 0
28/11/2018 , 00:20 ,    -2.4 , 0 ,     0.4 , Z , 18:50 ,     1.5 , 0
29/11/2018 , 23:00 ,    -1.0 , 0 ,     1.5 , Z , 20:30 ,     6.0 , 0
30/11/2018 , 07:30 ,    -4.0 , * ,    -1.7 , Y , 02:20 ,     4.7 , *
01/12/2018 , 00:10 ,    -2.8 , 0 ,    -1.0 , Z , 12:00 ,     1.0 , 0
02/12/2018 , 00:15 ,    -0.6 , 0 ,     4.5 , Z , 20:40 ,     8.9 , 0
03/12/2018 , 22:00 ,     3.3 , 0 ,     7.1 , Z , 05:20 ,    10.9 , 0
04/12/2018 , 16:25 ,     2.1 , 0 ,     4.1 , Z , 10:25 ,     6.1 , 0
05/12/2018 , 00:40 ,     2.2 , 0 ,     6.4 , Z , 19:40 ,    10.1 , 0
06/12/2018 , 08:35 ,    -4.5 , 0 ,     3.0 , Z , 00:05 ,     6.0 , 0
07/12/2018 , 22:30 ,     2.7 , 0 ,     5.9 , Z , 12:30 ,    12.2 , 0
08/12/2018 , 06:20 ,    -2.8 , 0 ,     0.8 , Z , 22:00 ,     7.9 , 0
09/12/2018 , 16:40 ,    -1.2 , 0 ,     4.0 , Z , 07:35 ,     8.8 , 0
10/12/2018 , 23:25 ,    -3.4 , 0 ,    -0.6 , Z , 12:00 ,     2.3 , 0
11/12/2018 , 23:50 ,    -5.9 , 0 ,    -3.4 , Z , 02:25 ,    -1.5 , 0
12/12/2018 , 22:00 ,    -8.3 , 0 ,    -6.4 , Z , 10:05 ,    -4.5 , 0
13/12/2018 , 23:10 ,   -10.7 , 0 ,    -9.6 , Z , 00:20 ,    -7.8 , 0
14/12/2018 , 04:00 ,   -10.6 , 0 ,    -8.3 , Z , 19:05 ,    -3.7 , 0
15/12/2018 , 01:15 ,    -8.7 , 0 ,    -5.0 , Z , 22:05 ,    -0.2 , 0
16/12/2018 , 23:35 ,    -7.2 , 0 ,     0.1 , Z , 06:10 ,     5.7 , 0
17/12/2018 , 01:20 ,    -7.0 , 0 ,    -2.8 , Z , 12:45 ,     0.3 , 0
18/12/2018 , 06:10 ,    -3.8 , 0 ,    -2.8 , Z , 23:50 ,     4.8 , 0
19/12/2018 , 18:00 ,    -7.3 , 0 ,    -1.3 , Z , 00:10 ,     4.5 , 0
20/12/2018 , 00:10 ,    -4.6 , 0 ,    -1.6 , Z , 13:00 ,     1.3 , 0
21/12/2018 , 00:10 ,    -1.6 , 0 ,     4.3 , Z , 22:40 ,     8.2 , 0
22/12/2018 , 21:40 ,     5.2 , 0 ,     7.1 , Z , 10:50 ,     9.9 , 0
23/12/2018 , 02:55 ,     4.8 , 0 ,     7.4 , Z , 10:55 ,    10.5 , 0
24/12/2018 , 21:35 ,    -1.1 , 0 ,     5.4 , Z , 11:05 ,     9.4 , 0
25/12/2018 , 07:05 ,    -2.5 , 0 ,     0.9 , Z , 17:45 ,     3.8 , 0
26/12/2018 , 03:00 ,     0.4 , 0 ,     3.3 , Z , 13:25 ,     5.2 , 0
27/12/2018 , 08:10 ,     1.4 , 0 ,     3.1 , Z , 00:15 ,     4.9 , 0
28/12/2018 , 23:15 ,     2.6 , 0 ,     5.0 , Z , 11:05 ,     7.5 , 0
29/12/2018 , 08:05 ,     1.7 , 0 ,     3.4 , Z , 14:50 ,     5.2 , 0
30/12/2018 , 20:35 ,    -1.1 , 0 ,     2.8 , Z , 02:10 ,     6.1 , 0
31/12/2018 , 09:05 ,     2.7 , 0 ,     4.5 , Z , 07:30 ,     5.9 , 0
01/01/2019 , 01:45 ,     2.1 , 0 ,     6.0 , Z , 13:20 ,     9.6 , 0
02/01/2019 , 17:55 ,    -6.0 , 0 ,     0.7 , Z , 00:30 ,     8.5 , 0
03/01/2019 , 18:55 ,    -6.6 , 0 ,    -4.2 , Z , 11:55 ,    -1.1 , 0
04/01/2019 , 04:05 ,    -7.1 , 0 ,    -2.6 , Z , 23:05 ,     0.9 , 0
05/01/2019 , 02:35 ,    -1.4 , 0 ,     2.6 , Z , 13:35 ,     6.2 , 0
06/01/2019 , 18:40 ,    -1.2 , 0 ,     2.3 , Z , 03:15 ,     5.1 , 0
07/01/2019 , 08:50 ,    -2.7 , 0 ,     0.6 , Z , 00:10 ,     3.3 , 0
08/01/2019 , 23:55 ,    -3.9 , 0 ,     2.1 , Z , 10:40 ,     6.4 , 0
09/01/2019 , 22:30 ,    -9.2 , 0 ,    -5.6 , Z , 02:50 ,    -0.4 , 0
10/01/2019 , 02:35 ,   -10.2 , 0 ,    -8.3 , Z , 13:25 ,    -4.5 , 0
11/01/2019 , 02:55 ,    -9.8 , 0 ,    -7.4 , Z , 23:40 ,    -3.0 , 0
12/01/2019 , 00:25 ,    -4.0 , 0 ,     1.2 , Z , 21:50 ,     5.9 , 0
13/01/2019 , 01:55 ,     0.9 , 0 ,     3.8 , Z , 23:59 ,     7.7 , 0
14/01/2019 , 23:50 ,    -1.2 , 0 ,     2.5 , Z , 00:30 ,     8.8 , 0
15/01/2019 , 00:25 ,    -1.1 , 0 ,     1.8 , Z , 23:35 ,     4.2 , 0
16/01/2019 , 23:45 ,    -4.8 , 0 ,    -0.1 , Z , 11:45 ,     3.6 , 0
17/01/2019 , 22:45 ,    -5.5 , 0 ,    -1.4 , Z , 08:35 ,     0.4 , 0
18/01/2019 , 23:10 ,    -8.4 , 0 ,    -6.2 , Z , 00:35 ,    -4.2 , 0
19/01/2019 , 23:55 ,    -9.4 , 0 ,    -8.1 , Z , 21:45 ,    -5.6 , 0
20/01/2019 , 00:40 ,    -9.5 , 0 ,    -6.4 , Z , 12:35 ,    -3.9 , 0
21/01/2019 , 05:30 ,    -8.6 , 0 ,    -7.7 , Z , 12:45 ,    -6.2 , 0
22/01/2019 , 03:35 ,    -8.7 , 0 ,    -7.1 , Z , 13:45 ,    -5.1 , 0
23/01/2019 , 19:25 ,   -11.7 , 0 ,    -9.3 , Z , 03:30 ,    -5.8 , 0
24/01/2019 , 00:35 ,   -11.4 , 0 ,    -8.9 , Z , 23:25 ,    -7.0 , 0
25/01/2019 , 07:05 ,    -9.4 , 0 ,    -6.4 , Z , 21:35 ,    -2.1 , 0
26/01/2019 , 00:15 ,    -2.8 , 0 ,     3.2 , Z , 23:30 ,     8.0 , 0
27/01/2019 , 23:55 ,    -4.8 , 0 ,     1.3 , Z , 00:05 ,     7.7 , 0
28/01/2019 , 20:20 ,    -9.1 , 0 ,    -7.4 , Z , 00:15 ,    -4.3 , 0
29/01/2019 , 23:59 ,    -9.2 , 0 ,    -7.4 , Z , 10:35 ,    -5.4 , 0
30/01/2019 , 06:40 ,   -11.3 , 0 ,    -8.7 , Z , 23:40 ,    -5.0 , 0
31/01/2019 , 18:35 ,   -10.2 , 0 ,    -4.5 , Z , 21:10 ,     0.6 , 0
01/02/2019 , 05:10 ,   -10.1 , 0 ,    -7.6 , Z , 18:55 ,    -0.8 , 0
02/02/2019 , 09:40 ,    -6.5 , 0 ,    -4.5 , Z , 04:15 ,    -1.6 , 0
03/02/2019 , 23:05 ,    -6.7 , 0 ,    -5.2 , Z , 06:55 ,    -4.3 , 0
04/02/2019 , 03:50 ,    -8.5 , 0 ,    -5.4 , Z , 12:10 ,    -2.7 , 0
05/02/2019 , 00:10 ,    -5.8 , 0 ,    -1.6 , Z , 11:45 ,     1.5 , 0
06/02/2019 , 00:10 ,    -1.1 , 0 ,     1.0 , Z , 10:55 ,     2.5 , 0
07/02/2019 , 23:30 ,    -2.6 , 0 ,     1.8 , Z , 07:45 ,     5.5 , 0
08/02/2019 , 03:30 ,    -3.0 , 0 ,    -1.7 , Z , 23:59 ,     3.9 , 0
09/02/2019 , 05:40 ,    -0.8 , 0 ,     2.9 , Z , 22:05 ,     5.1 , 0
10/02/2019 , 23:40 ,    -3.4 , 0 ,     1.2 , Z , 01:00 ,     4.6 , 0
11/02/2019 , 23:00 ,    -7.0 , 0 ,    -5.0 , Z , 14:10 ,    -3.0 , 0
12/02/2019 , 02:55 ,    -5.7 , 0 ,    -1.1 , Z , 13:15 ,     4.1 , 0
13/02/2019 , 03:25 ,    -3.1 , 0 ,     0.8 , Z , 12:40 ,     3.6 , 0
14/02/2019 , 01:25 ,     0.5 , 0 ,     3.0 , Z , 13:35 ,     5.4 , 0
15/02/2019 , 02:05 ,     2.4 , 0 ,     4.5 , Z , 11:40 ,     6.3 , 0
16/02/2019 , 21:15 ,     2.5 , 0 ,     3.9 , Z , 12:10 ,     5.8 , 0
17/02/2019 , 23:45 ,     0.8 , 0 ,     3.4 , Z , 10:40 ,     6.8 , 0
18/02/2019 , 04:00 ,    -0.3 , 0 ,     2.0 , Z , 09:55 ,     5.2 , 0
19/02/2019 , 23:45 ,    -1.0 , 0 ,     0.7 , Z , 12:45 ,     4.0 , 0
20/02/2019 , 03:35 ,    -1.4 , 0 ,     0.8 , Z , 12:55 ,     3.7 , 0
21/02/2019 , 07:20 ,    -0.2 , 0 ,     2.0 , Z , 14:05 ,     4.3 , 0
22/02/2019 , 03:05 ,     1.1 , 0 ,     4.3 , Z , 12:35 ,     9.0 , 0
23/02/2019 , 23:15 ,    -6.2 , 0 ,     0.4 , Z , 04:20 ,     3.1 , 0
24/02/2019 , 00:55 ,    -6.5 , 0 ,     0.6 , Z , 12:45 ,     6.7 , 0
25/02/2019 , 03:25 ,     0.9 , 0 ,     3.6 , Z , 13:30 ,     7.8 , 0
26/02/2019 , 06:35 ,     3.3 , 0 ,     6.5 , Z , 14:20 ,     9.2 , 0
27/02/2019 , 07:00 ,     4.7 , 0 ,     7.0 , Z , 12:50 ,     9.1 , 0
28/02/2019 , 21:55 ,     4.8 , 0 ,     8.5 , Z , 05:50 ,    11.8 , 0
01/03/2019 , 22:35 ,    -0.8 , 0 ,     3.7 , Z , 10:55 ,     6.6 , 0
02/03/2019 , 18:50 ,    -1.2 , 0 ,     1.5 , Z , 13:40 ,     5.4 , 0
03/03/2019 , 00:10 ,    -0.8 , 0 ,     4.9 , Z , 21:35 ,     9.1 , 0
04/03/2019 , 21:15 ,    -1.6 , 0 ,     4.2 , Z , 01:15 ,     8.6 , 0
05/03/2019 , 03:45 ,    -1.8 , 0 ,     0.9 , Z , 14:45 ,     4.2 , 0
06/03/2019 , 17:25 ,    -1.7 , 0 ,     1.4 , Z , 01:05 ,     4.8 , 0
07/03/2019 , 23:55 ,    -2.2 , 0 ,     1.0 , Z , 14:05 ,     2.7 , 0
08/03/2019 , 03:45 ,    -2.3 , 0 ,     1.0 , Z , 11:10 ,     4.5 , 0
09/03/2019 , 01:45 ,    -1.2 , 0 ,     4.9 , Z , 22:35 ,     9.4 , 0
10/03/2019 , 23:59 ,     3.0 , 0 ,     7.8 , Z , 13:55 ,    11.2 , 0
11/03/2019 , 22:45 ,    -6.3 , 0 ,    -0.4 , Z , 00:40 ,     3.7 , 0
12/03/2019 , 01:10 ,    -7.6 , 0 ,    -1.0 , Z , 21:10 ,     5.1 , 0
13/03/2019 , 23:00 ,    -3.6 , 0 ,     0.2 , Z , 02:05 ,     3.9 , 0
14/03/2019 , 03:20 ,    -4.3 , 0 ,     0.3 , Z , 23:40 ,     6.1 , 0
15/03/2019 , 03:10 ,     2.4 , 0 ,     6.7 , Z , 13:00 ,    10.9 , 0
16/03/2019 , 03:25 ,     6.3 , 0 ,     9.2 , Z , 14:10 ,    12.5 , 0
17/03/2019 , 23:50 ,    -1.4 , 0 ,     7.7 , Z , 00:15 ,    11.5 , 0
18/03/2019 , 23:59 ,    -5.4 , 0 ,    -1.7 , Z , 13:45 ,     2.5 , 0
19/03/2019 , 05:50 ,    -7.3 , 0 ,    -4.7 , Z , 14:45 ,    -1.4 , 0
20/03/2019 , 05:05 ,    -6.9 , 0 ,    -4.4 , Z , 14:45 ,     0.7 , 0
21/03/2019 , 06:00 ,    -6.3 , 0 ,    -1.8 , Z , 14:15 ,     3.1 , 0
22/03/2019 , 01:45 ,    -0.8 , 0 ,     2.4 , Z , 13:45 ,     6.6 , 0
23/03/2019 , 03:50 ,     1.6 , 0 ,     4.7 , Z , 13:45 ,     9.4 , 0
24/03/2019 , 04:25 ,     3.0 , 0 ,     6.0 , Z , 14:35 ,     9.2 , 0
25/03/2019 , 23:59 ,    -3.7 , 0 ,     5.6 , Z , 11:35 ,    10.3 , 0
26/03/2019 , 09:10 ,    -7.2 , 0 ,    -4.1 , Z , 20:50 ,    -1.6 , 0
27/03/2019 , 06:30 ,    -4.9 , 0 ,    -2.4 , Z , 14:10 ,     1.6 , 0
28/03/2019 , 06:45 ,    -4.7 , 0 ,    -1.6 , Z , 13:40 ,     3.0 , 0
29/03/2019 , 07:40 ,    -3.8 , 0 ,    -1.1 , Z , 14:20 ,     3.7 , 0
30/03/2019 , 04:55 ,    -3.1 , 0 ,     1.5 , Z , 14:20 ,     7.6 , 0
31/03/2019 , 03:55 ,    -0.1 , 0 ,     3.0 , Z , 13:25 ,     8.7 , 0
01/04/2019 , 05:15 ,    -0.2 , 0 ,     2.8 , Z , 13:35 ,     6.8 , 0
02/04/2019 , 05:10 ,     0.8 , 0 ,     2.5 , Z , 11:05 ,     5.7 , 0
03/04/2019 , 01:00 ,    -2.0 , 0 ,    -0.1 , Z , 00:05 ,     1.3 , 0
04/04/2019 , 21:00 ,    -6.7 , 0 ,    -3.5 , Z , 03:55 ,    -1.1 , 0
05/04/2019 , 00:30 ,    -5.0 , 0 ,    -0.4 , Z , 12:55 ,     3.0 , 0
06/04/2019 , 22:25 ,    -4.5 , 0 ,    -1.6 , Z , 10:45 ,     2.1 , 0
07/04/2019 , 02:35 ,    -4.9 , 0 ,    -3.5 , Z , 14:35 ,    -1.4 , 0
08/04/2019 , 00:35 ,    -3.7 , 0 ,    -0.1 , Z , 15:10 ,     2.9 , 0
09/04/2019 , 05:40 ,    -1.4 , 0 ,     0.4 , Z , 11:45 ,     5.3 , 0
10/04/2019 , 05:05 ,    -1.7 , 0 ,    -0.5 , Z , 11:25 ,     2.4 , 0
11/04/2019 , 10:00 ,    -1.6 , 0 ,    -1.0 , Z , 04:50 ,     0.2 , 0
12/04/2019 , 03:35 ,    -1.9 , 0 ,    -0.7 , Z , 23:10 ,     0.3 , 0
13/04/2019 , 23:59 ,    -2.2 , 0 ,     0.2 , Z , 12:05 ,     3.8 , 0
14/04/2019 , 10:30 ,    -4.8 , 0 ,    -3.5 , Z , 13:50 ,    -1.8 , 0
15/04/2019 , 01:30 ,    -3.9 , 0 ,    -1.4 , Z , 13:35 ,     1.3 , 0
16/04/2019 , 08:45 ,    -2.1 , 0 ,    -0.1 , Z , 13:20 ,     2.2 , 0
17/04/2019 , 03:30 ,    -1.0 , 0 ,     2.1 , Z , 14:25 ,     6.0 , 0
18/04/2019 , 23:50 ,     1.2 , 0 ,     2.8 , Z , 11:10 ,     5.9 , 0
19/04/2019 , 05:25 ,    -0.1 , 0 ,     1.7 , Z , 14:35 ,     4.8 , 0
20/04/2019 , 01:35 ,     0.4 , 0 ,     2.3 , Z , 13:00 ,     4.6 , 0
21/04/2019 , 21:30 ,     0.0 , 0 ,     2.1 , Z , 13:35 ,     3.8 , 0
22/04/2019 , 23:00 ,    -1.7 , 0 ,     0.2 , Z , 09:30 ,     3.1 , 0
23/04/2019 , 00:15 ,    -1.8 , 0 ,     0.1 , Z , 22:55 ,     4.6 , 0
24/04/2019 , 11:45 ,    -0.3 , 0 ,     2.0 , Z , 00:05 ,     4.5 , 0
25/04/2019 , 02:00 ,     0.7 , 0 ,     4.3 , Z , 18:35 ,     5.6 , 0
26/04/2019 , 18:40 ,    -0.6 , 0 ,     1.4 , Z , 13:05 ,     3.0 , 0
27/04/2019 , 00:15 ,     0.5 , 0 ,     3.7 , Z , 14:35 ,     6.7 , 0
28/04/2019 , 23:50 ,    -1.8 , 0 ,     1.4 , Z , 12:30 ,     5.3 , 0
29/04/2019 , 04:15 ,    -3.2 , 0 ,     0.0 , Z , 14:20 ,     2.9 , 0
30/04/2019 , 04:45 ,    -0.8 , 0 ,     2.9 , Z , 12:35 ,     7.0 , 0
01/05/2019 , 06:30 ,     2.5 , 0 ,     4.8 , Z , 14:00 ,     6.7 , 0
02/05/2019 , 17:20 ,     1.8 , 0 ,     4.8 , Z , 10:25 ,     6.3 , 0
03/05/2019 , 20:35 ,    -0.3 , 0 ,     1.8 , Z , 10:10 ,     4.3 , 0
04/05/2019 , 01:35 ,    -0.6 , 0 ,     1.6 , Z , 14:05 ,     4.8 , 0
05/05/2019 , 11:05 ,    -6.1 , 0 ,    -3.6 , Z , 00:05 ,     0.4 , 0
06/05/2019 , 03:10 ,    -5.2 , 0 ,    -0.8 , Z , 15:25 ,     4.3 , 0
07/05/2019 , 03:35 ,    -1.3 , 0 ,     2.4 , Z , 21:50 ,     7.1 , 0
08/05/2019 , 21:25 ,    -0.3 , 0 ,     3.5 , Z , 02:50 ,     6.0 , 0
09/05/2019 , 03:50 ,    -0.8 , 0 ,     4.1 , Z , 14:10 ,     7.5 , 0
10/05/2019 , 04:55 ,     2.5 , 0 ,     6.3 , Z , 14:40 ,     9.9 , 0
11/05/2019 , 21:20 ,     3.3 , 0 ,     6.5 , Z , 00:55 ,     8.8 , 0
12/05/2019 , 23:25 ,     0.3 , 0 ,     2.4 , Z , 10:40 ,     3.9 , 0
13/05/2019 , 01:10 ,     0.1 , 0 ,     2.1 , Z , 18:30 ,     4.5 , 0
14/05/2019 , 23:50 ,     0.2 , 0 ,     4.5 , Z , 11:45 ,     9.5 , 0
15/05/2019 , 05:15 ,    -6.0 , 0 ,    -0.6 , Z , 14:20 ,     2.5 , 0
16/05/2019 , 00:20 ,     1.8 , 0 ,     3.4 , Z , 09:40 ,     6.6 , 0
17/05/2019 , 21:35 ,    -1.3 , 0 ,     0.8 , Z , 00:40 ,     2.4 , 0
18/05/2019 , 01:05 ,    -1.4 , 0 ,    -0.4 , Z , 16:40 ,     0.6 , 0
19/05/2019 , 03:00 ,    -0.3 , 0 ,     0.9 , Z , 12:50 ,     2.3 , 0
20/05/2019 , 01:00 ,     1.0 , 0 ,     4.1 , Z , 13:20 ,     7.0 , 0
21/05/2019 , 03:45 ,     5.2 , 0 ,     7.1 , Z , 13:40 ,    10.7 , 0
22/05/2019 , 03:05 ,     4.1 , 0 ,     7.1 , Z , 12:15 ,    11.6 , 0
23/05/2019 , 04:30 ,     4.7 , 0 ,     7.9 , Z , 13:05 ,    12.6 , 0
24/05/2019 , 13:00 ,     5.1 , 0 ,     7.4 , Z , 10:05 ,    10.8 , 0
25/05/2019 , 23:45 ,     4.4 , 0 ,     6.5 , Z , 11:35 ,    11.1 , 0
26/05/2019 , 07:45 ,     0.7 , 0 ,     3.4 , Z , 22:45 ,     5.2 , 0
27/05/2019 , 13:20 ,     3.2 , 0 ,     4.1 , Z , 21:55 ,     4.9 , 0
28/05/2019 , 21:10 ,    -0.2 , 0 ,     5.7 , Z , 10:05 ,    10.3 , 0
29/05/2019 , 04:45 ,     1.8 , 0 ,     4.8 , Z , 14:45 ,     8.0 , 0
30/05/2019 , 03:35 ,     3.5 , 0 ,     6.6 , Z , 12:40 ,    11.5 , 0
31/05/2019 , 03:30 ,     4.7 , 0 ,     8.6 , Z , 13:35 ,    12.5 , 0
01/06/2019 , 04:00 ,     7.0 , 0 ,    10.7 , Z , 13:10 ,    14.6 , 0
02/06/2019 , 03:55 ,     9.0 , 0 ,    11.9 , Z , 13:05 ,    14.5 , 0
03/06/2019 , 05:30 ,     9.6 , 0 ,    12.3 , Z , 09:50 ,    15.5 , 0
04/06/2019 , 23:55 ,     9.7 , 0 ,    12.8 , Z , 10:00 ,    16.6 , 0
05/06/2019 , 04:40 ,     8.5 , 0 ,    11.4 , Z , 09:05 ,    14.5 , 0
06/06/2019 , 02:35 ,     6.3 , 0 ,     8.8 , Z , 15:50 ,    10.6 , 0
07/06/2019 , 05:05 ,     5.0 , 0 ,     7.8 , Z , 00:20 ,    10.5 , 0
08/06/2019 , 05:55 ,     8.2 , 0 ,    11.3 , Z , 23:30 ,    14.6 , 0
09/06/2019 , 23:55 ,     8.0 , 0 ,     9.3 , Z , 01:25 ,    14.4 , 0
10/06/2019 , 03:20 ,     7.6 , 0 ,     9.3 , Z , 20:25 ,    13.1 , 0
11/06/2019 , 23:50 ,     8.7 , 0 ,     9.6 , Z , 00:50 ,    10.7 , 0
12/06/2019 , 03:50 ,     7.5 , 0 ,     9.3 , Z , 12:20 ,    11.1 , 0
