AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2016;1501;Milano;F;7032
2016;1501;Milano;M;4446
2016;1502;Milano Politecnico;F;3820
2016;1502;Milano Politecnico;M;6675
2016;1503;Milano Bocconi;F;2263
2016;1503;Milano Bocconi;M;2359
2016;1504;Milano Cattolica;F;6141
2016;1504;Milano Cattolica;M;3202
2016;1505;Milano IULM;F;785
2016;1505;Milano IULM;M;325
2016;1508;Milano San Raffaele;F;327
2016;1508;Milano San Raffaele;M;167
2016;1509;Milano Bicocca;F;4264
2016;1509;Milano Bicocca;M;2415
2016;1510;Rozzano (MI) Humanitas University;F;4
2016;1510;Rozzano (MI) Humanitas University;M;3
2016;1601;Bergamo;F;1956
2016;1601;Bergamo;M;1049
2016;1701;Brescia;F;1231
2016;1701;Brescia;M;1277
2016;1801;Pavia;F;2479
2016;1801;Pavia;M;1878
2016;2101;Bolzano;F;365
2016;2101;Bolzano;M;159
2016;2201;Trento;F;1803
2016;2201;Trento;M;1773
2016;2301;Verona;F;2932
2016;2301;Verona;M;1433
2016;2701;Venezia Cà Foscari;F;3230
2016;2701;Venezia Cà Foscari;M;1555
2016;2702;Venezia Iuav;F;682
2016;2702;Venezia Iuav;M;632
2016;2801;Padova;F;6970
2016;2801;Padova;M;5366
2016;3001;Udine;F;1625
2016;3001;Udine;M;1398
2016;3201;Trieste;F;1863
2016;3201;Trieste;M;1270
2016;3401;Parma;F;2590
2016;3401;Parma;M;1945
2016;3601;Modena e Reggio Emilia;F;2264
2016;3601;Modena e Reggio Emilia;M;1779
2016;3701;Bologna;F;9998
2016;3701;Bologna;M;7099
2016;3801;Ferrara;F;1643
2016;3801;Ferrara;M;1222
2016;4101;Urbino;F;1649
2016;4101;Urbino;M;871
2016;4201;Marche;F;1404
2016;4201;Marche;M;1557
2016;4301;Macerata;F;1306
2016;4301;Macerata;M;444
2016;4302;Camerino;F;548
2016;4302;Camerino;M;513
2016;4801;Firenze;F;4987
2016;4801;Firenze;M;3261
2016;4804;Firenze IUL - telematica;F;5
2016;4804;Firenze IUL - telematica;M;3
2016;5001;Pisa;F;3620
2016;5001;Pisa;M;3348
2016;5201;Siena;F;1754
2016;5201;Siena;M;1153
2016;5202;Siena Stranieri;F;257
2016;5202;Siena Stranieri;M;41
2016;5401;Perugia;F;2617
2016;5401;Perugia;M;1842
2016;5403;Perugia Stranieri;F;156
2016;5403;Perugia Stranieri;M;69
2016;5601;Tuscia;F;601
2016;5601;Tuscia;M;639
2016;5801;Roma La Sapienza;F;10851
2016;5801;Roma La Sapienza;M;7347
2016;5802;Roma Tor Vergata;F;3023
2016;5802;Roma Tor Vergata;M;3002
2016;5803;Roma LUMSA;F;927
2016;5803;Roma LUMSA;M;357
2016;5805;Roma LUISS;F;1156
2016;5805;Roma LUISS;M;1175
2016;5806;Roma Foro Italico;F;181
2016;5806;Roma Foro Italico;M;326
2016;5807;Roma Tre;F;3752
2016;5807;Roma Tre;M;2448
2016;5808;Roma Biomedico;F;296
2016;5808;Roma Biomedico;M;148
2016;5809;Roma UNINT;F;305
2016;5809;Roma UNINT;M;85
2016;5810;Roma Marconi - telematica;F;708
2016;5810;Roma Marconi - telematica;M;914
2016;5811;Roma UNITELMA - telematica;F;154
2016;5811;Roma UNITELMA - telematica;M;191
2016;5812;Roma Europea;F;129
2016;5812;Roma Europea;M;56
2016;5813;Roma UNINETTUNO - telematica;F;250
2016;5813;Roma UNINETTUNO - telematica;M;320
2016;5814;Roma  Mercatorum - telematica;F;1
2016;5814;Roma  Mercatorum - telematica;M;1
2016;5815;Roma UNICUSANO - telematica;F;1030
2016;5815;Roma UNICUSANO - telematica;M;1489
2016;5816;Roma San Raffaele - telematica;F;98
2016;5816;Roma San Raffaele - telematica;M;134
2016;5817;Roma Link Campus;F;90
2016;5817;Roma Link Campus;M;190
2016;6001;Cassino;F;855
2016;6001;Cassino;M;558
2016;6201;Sannio;F;468
2016;6201;Sannio;M;434
2016;6202;Benevento Giustino Fortunato - telematica;F;77
2016;6202;Benevento Giustino Fortunato - telematica;M;121
2016;6301;Napoli Federico II;F;7374
2016;6301;Napoli Federico II;M;5474
2016;6302;Napoli Parthenope;F;1089
2016;6302;Napoli Parthenope;M;1106
2016;6303;Napoli L'Orientale;F;1352
2016;6303;Napoli L'Orientale;M;330
2016;6304;Napoli Benincasa;F;1335
2016;6304;Napoli Benincasa;M;210
2016;6306;Napoli Vanvitelli;F;2844
2016;6306;Napoli Vanvitelli;M;1888
2016;6307;Napoli Pegaso - telematica;F;1166
2016;6307;Napoli Pegaso - telematica;M;1973
2016;6501;Salerno;F;3077
2016;6501;Salerno;M;1884
2016;6601;L'Aquila;F;2274
2016;6601;L'Aquila;M;1484
2016;6701;Teramo;F;544
2016;6701;Teramo;M;424
2016;6901;Chieti e Pescara;F;3606
2016;6901;Chieti e Pescara;M;1601
2016;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;20
2016;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;21
2016;7001;Molise;F;665
2016;7001;Molise;M;421
2016;7101;Foggia;F;998
2016;7101;Foggia;M;539
2016;7201;Bari;F;4880
2016;7201;Bari;M;2666
2016;7202;Bari Politecnico;F;712
2016;7202;Bari Politecnico;M;1347
2016;7203;Casamassima - G.Degennaro;F;102
2016;7203;Casamassima - G.Degennaro;M;164
2016;7501;Salento;F;2236
2016;7501;Salento;M;1081
2016;7601;Basilicata;F;486
2016;7601;Basilicata;M;374
2016;7801;Calabria;F;2759
2016;7801;Calabria;M;1658
2016;7901;Catanzaro;F;797
2016;7901;Catanzaro;M;468
2016;8001;Reggio Calabria;F;437
2016;8001;Reggio Calabria;M;536
2016;8003;Reggio Calabria - Dante Alighieri;F;185
2016;8003;Reggio Calabria - Dante Alighieri;M;31
2016;8201;Palermo;F;4770
2016;8201;Palermo;M;2897
2016;8301;Messina;F;2894
2016;8301;Messina;M;1473
2016;8601;Enna KORE;F;699
2016;8601;Enna KORE;M;395
2016;8701;Catania;F;3984
2016;8701;Catania;M;2468
2016;9001;Sassari;F;1294
2016;9001;Sassari;M;673
2016;9201;Cagliari;F;2436
2016;9201;Cagliari;M;1493
2015;101;Torino;F;7390
2015;101;Torino;M;4401
2015;102;Torino Politecnico;F;1937
2015;102;Torino Politecnico;M;4494
2015;201;Piemonte Orientale;F;1126
2015;201;Piemonte Orientale;M;635
2015;401;Bra Scienze Gastronomiche;F;39
2015;401;Bra Scienze Gastronomiche;M;32
2015;701;Aosta;F;138
2015;701;Aosta;M;46
2015;1001;Genova;F;3403
2015;1001;Genova;M;2510
2015;1201;Castellanza LIUC;F;216
2015;1201;Castellanza LIUC;M;319
2015;1202;Insubria;F;904
2015;1202;Insubria;M;662
2015;1301;Novedrate e-Campus - telematica;F;508
2015;1301;Novedrate e-Campus - telematica;M;406
2015;1501;Milano;F;6642
2015;1501;Milano;M;4228
2015;1502;Milano Politecnico;F;3829
2015;1502;Milano Politecnico;M;6540
2015;1503;Milano Bocconi;F;2148
2015;1503;Milano Bocconi;M;2235
2015;1504;Milano Cattolica;F;6137
2015;1504;Milano Cattolica;M;3066
2015;1505;Milano IULM;F;822
2015;1505;Milano IULM;M;313
2015;1508;Milano San Raffaele;F;284
2015;1508;Milano San Raffaele;M;160
2015;1509;Milano Bicocca;F;4233
2015;1509;Milano Bicocca;M;2245
2015;1601;Bergamo;F;1840
2015;1601;Bergamo;M;1032
2015;1701;Brescia;F;1238
2015;1701;Brescia;M;1241
2015;1801;Pavia;F;2632
2015;1801;Pavia;M;1953
2015;2101;Bolzano;F;292
2015;2101;Bolzano;M;161
2015;2201;Trento;F;1864
2015;2201;Trento;M;1662
2015;2301;Verona;F;2989
2015;2301;Verona;M;1432
2015;2701;Venezia Cà Foscari;F;3164
2015;2701;Venezia Cà Foscari;M;1472
2015;2702;Venezia Iuav;F;740
2015;2702;Venezia Iuav;M;684
2015;2801;Padova;F;6550
2015;2801;Padova;M;4989
2015;3001;Udine;F;1676
2015;3001;Udine;M;1204
2015;3201;Trieste;F;1891
2015;3201;Trieste;M;1293
2015;3401;Parma;F;2788
2015;3401;Parma;M;2005
2015;3601;Modena e Reggio Emilia;F;2193
2015;3601;Modena e Reggio Emilia;M;1618
2015;3701;Bologna;F;9797
2015;3701;Bologna;M;6865
2015;3801;Ferrara;F;1714
2015;3801;Ferrara;M;1284
2015;4101;Urbino;F;1551
2015;4101;Urbino;M;808
2015;4201;Marche;F;1484
2015;4201;Marche;M;1603
2015;4301;Macerata;F;1254
2015;4301;Macerata;M;433
2015;4302;Camerino;F;617
2015;4302;Camerino;M;583
2015;4801;Firenze;F;4961
2015;4801;Firenze;M;2941
2015;4804;Firenze IUL - telematica;F;6
2015;4804;Firenze IUL - telematica;M;1
2015;5001;Pisa;F;3701
2015;5001;Pisa;M;3248
2015;5201;Siena;F;1751
2015;5201;Siena;M;1143
2015;5202;Siena Stranieri;F;185
2015;5202;Siena Stranieri;M;35
2015;5401;Perugia;F;2476
2015;5401;Perugia;M;1877
2015;5403;Perugia Stranieri;F;172
2015;5403;Perugia Stranieri;M;83
2015;5601;Tuscia;F;648
2015;5601;Tuscia;M;611
2015;5801;Roma La Sapienza;F;10847
2015;5801;Roma La Sapienza;M;7141
2015;5802;Roma Tor Vergata;F;2967
2015;5802;Roma Tor Vergata;M;2697
2015;5803;Roma LUMSA;F;855
2015;5803;Roma LUMSA;M;370
2015;5805;Roma LUISS;F;1084
2015;5805;Roma LUISS;M;1047
2015;5806;Roma Foro Italico;F;170
2015;5806;Roma Foro Italico;M;300
2015;5807;Roma Tre;F;3636
2015;5807;Roma Tre;M;2384
2015;5808;Roma Biomedico;F;221
2015;5808;Roma Biomedico;M;125
2015;5809;Roma UNINT;F;245
2015;5809;Roma UNINT;M;90
2015;5810;Roma Marconi - telematica;F;649
2015;5810;Roma Marconi - telematica;M;871
2015;5811;Roma UNITELMA - telematica;F;145
2015;5811;Roma UNITELMA - telematica;M;165
2015;5812;Roma Europea;F;152
2015;5812;Roma Europea;M;81
2015;5813;Roma UNINETTUNO - telematica;F;193
2015;5813;Roma UNINETTUNO - telematica;M;324
2015;5814;Roma  Mercatorum - telematica;F;10
2015;5814;Roma  Mercatorum - telematica;M;8
2015;5815;Roma UNICUSANO - telematica;F;900
2015;5815;Roma UNICUSANO - telematica;M;1453
2015;5816;Roma San Raffaele - telematica;F;56
2015;5816;Roma San Raffaele - telematica;M;88
2015;5817;Roma Link Campus;F;118
2015;5817;Roma Link Campus;M;260
2015;6001;Cassino;F;820
2015;6001;Cassino;M;577
2015;6201;Sannio;F;509
2015;6201;Sannio;M;415
2015;6202;Benevento Giustino Fortunato - telematica;F;54
2015;6202;Benevento Giustino Fortunato - telematica;M;99
2015;6301;Napoli Federico II;F;7344
2015;6301;Napoli Federico II;M;5502
2015;6302;Napoli Parthenope;F;961
2015;6302;Napoli Parthenope;M;1198
2015;6303;Napoli L'Orientale;F;1290
2015;6303;Napoli L'Orientale;M;316
2015;6304;Napoli Benincasa;F;1375
2015;6304;Napoli Benincasa;M;227
2015;6306;Napoli Vanvitelli;F;2672
2015;6306;Napoli Vanvitelli;M;1761
2015;6307;Napoli Pegaso - telematica;F;908
2015;6307;Napoli Pegaso - telematica;M;1681
2015;6501;Salerno;F;2954
2015;6501;Salerno;M;1715
2015;6601;L'Aquila;F;1954
2015;6601;L'Aquila;M;1465
2015;6701;Teramo;F;569
2015;6701;Teramo;M;414
2015;6901;Chieti e Pescara;F;3695
2015;6901;Chieti e Pescara;M;1651
2015;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;23
2015;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;26
2015;7001;Molise;F;647
2015;7001;Molise;M;396
2015;7101;Foggia;F;924
2015;7101;Foggia;M;542
2015;7201;Bari;F;4911
2015;7201;Bari;M;2386
2015;7202;Bari Politecnico;F;559
2015;7202;Bari Politecnico;M;1095
2015;7203;Casamassima - G.Degennaro;F;128
2015;7203;Casamassima - G.Degennaro;M;199
2015;7501;Salento;F;2289
2015;7501;Salento;M;979
2015;7601;Basilicata;F;540
2015;7601;Basilicata;M;351
2015;7801;Calabria;F;2769
2015;7801;Calabria;M;1672
2015;7901;Catanzaro;F;669
2015;7901;Catanzaro;M;428
2015;8001;Reggio Calabria;F;503
2015;8001;Reggio Calabria;M;510
2015;8003;Reggio Calabria - Dante Alighieri;F;124
2015;8003;Reggio Calabria - Dante Alighieri;M;26
2015;8201;Palermo;F;4942
2015;8201;Palermo;M;2992
2015;8301;Messina;F;2920
2015;8301;Messina;M;1401
2015;8601;Enna KORE;F;662
2015;8601;Enna KORE;M;384
2015;8701;Catania;F;4281
2015;8701;Catania;M;2538
2015;9001;Sassari;F;1373
2015;9001;Sassari;M;716
2015;9201;Cagliari;F;2446
2015;9201;Cagliari;M;1447
2014;101;Torino;F;7189
2014;101;Torino;M;4367
2014;102;Torino Politecnico;F;2003
2014;102;Torino Politecnico;M;4168
2014;201;Piemonte Orientale;F;1014
2014;201;Piemonte Orientale;M;568
2014;401;Bra Scienze Gastronomiche;F;42
2014;401;Bra Scienze Gastronomiche;M;34
2014;701;Aosta;F;148
2014;701;Aosta;M;46
2014;1001;Genova;F;3673
2014;1001;Genova;M;2563
2014;1201;Castellanza LIUC;F;191
2014;1201;Castellanza LIUC;M;310
2014;1202;Insubria;F;863
2014;1202;Insubria;M;634
2014;1301;Novedrate e-Campus - telematica;F;430
2014;1301;Novedrate e-Campus - telematica;M;382
2014;1501;Milano;F;6691
2014;1501;Milano;M;3990
2014;1502;Milano Politecnico;F;3781
2014;1502;Milano Politecnico;M;6261
2014;1503;Milano Bocconi;F;2131
2014;1503;Milano Bocconi;M;2216
2014;1504;Milano Cattolica;F;6493
2014;1504;Milano Cattolica;M;3101
2014;1505;Milano IULM;F;821
2014;1505;Milano IULM;M;324
2014;1508;Milano San Raffaele;F;337
2014;1508;Milano San Raffaele;M;171
2014;1509;Milano Bicocca;F;4275
2014;1509;Milano Bicocca;M;2269
2014;1601;Bergamo;F;1861
2014;1601;Bergamo;M;1089
2014;1701;Brescia;F;1148
2014;1701;Brescia;M;1133
2014;1801;Pavia;F;2580
2014;1801;Pavia;M;1868
2014;2101;Bolzano;F;452
2014;2101;Bolzano;M;178
2014;2201;Trento;F;1852
2014;2201;Trento;M;1615
2014;2301;Verona;F;3098
2014;2301;Verona;M;1419
2014;2701;Venezia Cà Foscari;F;3011
2014;2701;Venezia Cà Foscari;M;1325
2014;2702;Venezia Iuav;F;797
2014;2702;Venezia Iuav;M;738
2014;2801;Padova;F;7152
2014;2801;Padova;M;4992
2014;3001;Udine;F;1705
2014;3001;Udine;M;1233
2014;3201;Trieste;F;1999
2014;3201;Trieste;M;1305
2014;3401;Parma;F;3077
2014;3401;Parma;M;2137
2014;3601;Modena e Reggio Emilia;F;2122
2014;3601;Modena e Reggio Emilia;M;1621
2014;3701;Bologna;F;9829
2014;3701;Bologna;M;6743
2014;3801;Ferrara;F;1738
2014;3801;Ferrara;M;1159
2014;4101;Urbino;F;1737
2014;4101;Urbino;M;835
2014;4201;Marche;F;1480
2014;4201;Marche;M;1501
2014;4301;Macerata;F;1296
2014;4301;Macerata;M;383
2014;4302;Camerino;F;545
2014;4302;Camerino;M;503
2014;4801;Firenze;F;5170
2014;4801;Firenze;M;3166
2014;4804;Firenze IUL - telematica;F;5
2014;5001;Pisa;F;3463
2014;5001;Pisa;M;3110
2014;5201;Siena;F;1714
2014;5201;Siena;M;1135
2014;5202;Siena Stranieri;F;134
2014;5202;Siena Stranieri;M;31
2014;5401;Perugia;F;2640
2014;5401;Perugia;M;1868
2014;5403;Perugia Stranieri;F;193
2014;5403;Perugia Stranieri;M;74
2014;5601;Tuscia;F;622
2014;5601;Tuscia;M;681
2014;5801;Roma La Sapienza;F;11572
2014;5801;Roma La Sapienza;M;7326
2014;5802;Roma Tor Vergata;F;2953
2014;5802;Roma Tor Vergata;M;2877
2014;5803;Roma LUMSA;F;1104
2014;5803;Roma LUMSA;M;375
2014;5805;Roma LUISS;F;1175
2014;5805;Roma LUISS;M;1150
2014;5806;Roma Foro Italico;F;145
2014;5806;Roma Foro Italico;M;267
2014;5807;Roma Tre;F;3599
2014;5807;Roma Tre;M;2262
2014;5808;Roma Biomedico;F;231
2014;5808;Roma Biomedico;M;146
2014;5809;Roma UNINT;F;242
2014;5809;Roma UNINT;M;120
2014;5810;Roma Marconi - telematica;F;569
2014;5810;Roma Marconi - telematica;M;980
2014;5811;Roma UNITELMA - telematica;F;158
2014;5811;Roma UNITELMA - telematica;M;180
2014;5812;Roma Europea;F;170
2014;5812;Roma Europea;M;78
2014;5813;Roma UNINETTUNO - telematica;F;169
2014;5813;Roma UNINETTUNO - telematica;M;278
2014;5814;Roma  Mercatorum - telematica;F;8
2014;5814;Roma  Mercatorum - telematica;M;24
2014;5815;Roma UNICUSANO - telematica;F;857
2014;5815;Roma UNICUSANO - telematica;M;1558
2014;5816;Roma San Raffaele - telematica;F;27
2014;5816;Roma San Raffaele - telematica;M;39
2014;5817;Roma Link Campus;F;51
2014;5817;Roma Link Campus;M;86
2014;6001;Cassino;F;809
2014;6001;Cassino;M;545
2014;6201;Sannio;F;471
2014;6201;Sannio;M;372
2014;6202;Benevento Giustino Fortunato - telematica;F;55
2014;6202;Benevento Giustino Fortunato - telematica;M;76
2014;6301;Napoli Federico II;F;7349
2014;6301;Napoli Federico II;M;5349
2014;6302;Napoli Parthenope;F;1212
2014;6302;Napoli Parthenope;M;1368
2014;6303;Napoli L'Orientale;F;1336
2014;6303;Napoli L'Orientale;M;321
2014;6304;Napoli Benincasa;F;1614
2014;6304;Napoli Benincasa;M;242
2014;6306;Napoli Vanvitelli;F;2750
2014;6306;Napoli Vanvitelli;M;1714
2014;6307;Napoli Pegaso - telematica;F;671
2014;6307;Napoli Pegaso - telematica;M;1260
2014;6501;Salerno;F;3114
2014;6501;Salerno;M;1684
2014;6601;L'Aquila;F;1900
2014;6601;L'Aquila;M;1420
2014;6701;Teramo;F;583
2014;6701;Teramo;M;416
2014;6901;Chieti e Pescara;F;3813
2014;6901;Chieti e Pescara;M;1617
2014;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;30
2014;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;24
2014;7001;Molise;F;722
2014;7001;Molise;M;436
2014;7101;Foggia;F;937
2014;7101;Foggia;M;556
2014;7201;Bari;F;5267
2014;7201;Bari;M;2430
2014;7202;Bari Politecnico;F;577
2014;7202;Bari Politecnico;M;1121
2014;7203;Casamassima - G.Degennaro;F;96
2014;7203;Casamassima - G.Degennaro;M;173
2014;7501;Salento;F;2365
2014;7501;Salento;M;1013
2014;7601;Basilicata;F;627
2014;7601;Basilicata;M;397
2014;7801;Calabria;F;3005
2014;7801;Calabria;M;1759
2014;7901;Catanzaro;F;784
2014;7901;Catanzaro;M;421
2014;8001;Reggio Calabria;F;501
2014;8001;Reggio Calabria;M;568
2014;8003;Reggio Calabria - Dante Alighieri;F;134
2014;8003;Reggio Calabria - Dante Alighieri;M;18
2014;8201;Palermo;F;5136
2014;8201;Palermo;M;3068
2014;8301;Messina;F;2794
2014;8301;Messina;M;1470
2014;8601;Enna KORE;F;655
2014;8601;Enna KORE;M;361
2014;8701;Catania;F;4365
2014;8701;Catania;M;2622
2014;9001;Sassari;F;1421
2014;9001;Sassari;M;656
2014;9201;Cagliari;F;2469
2014;9201;Cagliari;M;1532
2013;101;Torino;F;7287
2013;101;Torino;M;4528
2013;102;Torino Politecnico;F;1787
2013;102;Torino Politecnico;M;3697
2013;201;Piemonte Orientale;F;1100
2013;201;Piemonte Orientale;M;645
2013;401;Bra Scienze Gastronomiche;F;52
2013;401;Bra Scienze Gastronomiche;M;39
2013;701;Aosta;F;174
2013;701;Aosta;M;53
2013;1001;Genova;F;3702
2013;1001;Genova;M;2591
2013;1201;Castellanza LIUC;F;161
2013;1201;Castellanza LIUC;M;369
2013;1202;Insubria;F;927
2013;1202;Insubria;M;654
2013;1301;Novedrate e-Campus - telematica;F;318
2013;1301;Novedrate e-Campus - telematica;M;368
2013;1501;Milano;F;6494
2013;1501;Milano;M;3973
2013;1502;Milano Politecnico;F;3586
2013;1502;Milano Politecnico;M;5990
2013;1503;Milano Bocconi;F;2043
2013;1503;Milano Bocconi;M;2183
2013;1504;Milano Cattolica;F;6456
2013;1504;Milano Cattolica;M;3132
2013;1505;Milano IULM;F;717
2013;1505;Milano IULM;M;263
2013;1508;Milano San Raffaele;F;316
2013;1508;Milano San Raffaele;M;158
2013;1509;Milano Bicocca;F;3886
2013;1509;Milano Bicocca;M;2039
2013;1601;Bergamo;F;1741
2013;1601;Bergamo;M;940
2013;1701;Brescia;F;1169
2013;1701;Brescia;M;1183
2013;1801;Pavia;F;2564
2013;1801;Pavia;M;1843
2013;2101;Bolzano;F;531
2013;2101;Bolzano;M;180
2013;2201;Trento;F;1693
2013;2201;Trento;M;1537
2013;2301;Verona;F;2967
2013;2301;Verona;M;1369
2013;2701;Venezia Cà Foscari;F;2861
2013;2701;Venezia Cà Foscari;M;1324
2013;2702;Venezia Iuav;F;843
2013;2702;Venezia Iuav;M;812
2013;2801;Padova;F;7325
2013;2801;Padova;M;5067
2013;3001;Udine;F;1757
2013;3001;Udine;M;1236
2013;3201;Trieste;F;2030
2013;3201;Trieste;M;1299
2013;3401;Parma;F;3094
2013;3401;Parma;M;2260
2013;3601;Modena e Reggio Emilia;F;2114
2013;3601;Modena e Reggio Emilia;M;1532
2013;3701;Bologna;F;9472
2013;3701;Bologna;M;6410
2013;3801;Ferrara;F;1836
2013;3801;Ferrara;M;1253
2013;4101;Urbino;F;1720
2013;4101;Urbino;M;913
2013;4201;Marche;F;1473
2013;4201;Marche;M;1588
2013;4301;Macerata;F;1359
2013;4301;Macerata;M;439
2013;4302;Camerino;F;519
2013;4302;Camerino;M;525
2013;4801;Firenze;F;5250
2013;4801;Firenze;M;3125
2013;4804;Firenze IUL - telematica;F;1
2013;4804;Firenze IUL - telematica;M;2
2013;5001;Pisa;F;3575
2013;5001;Pisa;M;3208
2013;5201;Siena;F;1989
2013;5201;Siena;M;1271
2013;5202;Siena Stranieri;F;115
2013;5202;Siena Stranieri;M;17
2013;5401;Perugia;F;2763
2013;5401;Perugia;M;1863
2013;5403;Perugia Stranieri;F;185
2013;5403;Perugia Stranieri;M;88
2013;5601;Tuscia;F;676
2013;5601;Tuscia;M;731
2013;5801;Roma La Sapienza;F;11902
2013;5801;Roma La Sapienza;M;7338
2013;5802;Roma Tor Vergata;F;3051
2013;5802;Roma Tor Vergata;M;2434
2013;5803;Roma LUMSA;F;1076
2013;5803;Roma LUMSA;M;434
2013;5805;Roma LUISS;F;1213
2013;5805;Roma LUISS;M;1027
2013;5806;Roma Foro Italico;F;152
2013;5806;Roma Foro Italico;M;280
2013;5807;Roma Tre;F;3573
2013;5807;Roma Tre;M;2306
2013;5808;Roma Biomedico;F;215
2013;5808;Roma Biomedico;M;131
2013;5809;Roma UNINT;F;269
2013;5809;Roma UNINT;M;104
2013;5810;Roma Marconi - telematica;F;573
2013;5810;Roma Marconi - telematica;M;1016
2013;5811;Roma UNITELMA - telematica;F;115
2013;5811;Roma UNITELMA - telematica;M;140
2013;5812;Roma Europea;F;136
2013;5812;Roma Europea;M;91
2013;5813;Roma UNINETTUNO - telematica;F;81
2013;5813;Roma UNINETTUNO - telematica;M;110
2013;5814;Roma  Mercatorum - telematica;F;2
2013;5814;Roma  Mercatorum - telematica;M;24
2013;5815;Roma UNICUSANO - telematica;F;790
2013;5815;Roma UNICUSANO - telematica;M;1619
2013;5816;Roma San Raffaele - telematica;F;19
2013;5816;Roma San Raffaele - telematica;M;46
2013;5817;Roma Link Campus;M;1
2013;6001;Cassino;F;856
2013;6001;Cassino;M;605
2013;6201;Sannio;F;485
2013;6201;Sannio;M;389
2013;6202;Benevento Giustino Fortunato - telematica;F;35
2013;6202;Benevento Giustino Fortunato - telematica;M;76
2013;6301;Napoli Federico II;F;7300
2013;6301;Napoli Federico II;M;5548
2013;6302;Napoli Parthenope;F;1015
2013;6302;Napoli Parthenope;M;1080
2013;6303;Napoli L'Orientale;F;1334
2013;6303;Napoli L'Orientale;M;326
2013;6304;Napoli Benincasa;F;1619
2013;6304;Napoli Benincasa;M;247
2013;6306;Napoli Vanvitelli;F;2749
2013;6306;Napoli Vanvitelli;M;1819
2013;6307;Napoli Pegaso - telematica;F;504
2013;6307;Napoli Pegaso - telematica;M;1053
2013;6501;Salerno;F;2838
2013;6501;Salerno;M;1713
2013;6601;L'Aquila;F;1912
2013;6601;L'Aquila;M;1495
2013;6701;Teramo;F;620
2013;6701;Teramo;M;634
2013;6901;Chieti e Pescara;F;3740
2013;6901;Chieti e Pescara;M;1669
2013;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;28
2013;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;15
2013;7001;Molise;F;784
2013;7001;Molise;M;412
2013;7101;Foggia;F;986
2013;7101;Foggia;M;537
2013;7201;Bari;F;5355
2013;7201;Bari;M;2616
2013;7202;Bari Politecnico;F;576
2013;7202;Bari Politecnico;M;1212
2013;7203;Casamassima - G.Degennaro;F;82
2013;7203;Casamassima - G.Degennaro;M;176
2013;7501;Salento;F;2457
2013;7501;Salento;M;1067
2013;7601;Basilicata;F;669
2013;7601;Basilicata;M;445
2013;7801;Calabria;F;2924
2013;7801;Calabria;M;1706
2013;7901;Catanzaro;F;731
2013;7901;Catanzaro;M;515
2013;8001;Reggio Calabria;F;462
2013;8001;Reggio Calabria;M;519
2013;8003;Reggio Calabria - Dante Alighieri;F;94
2013;8003;Reggio Calabria - Dante Alighieri;M;22
2013;8201;Palermo;F;5596
2013;8201;Palermo;M;3442
2013;8301;Messina;F;3146
2013;8301;Messina;M;1690
2013;8601;Enna KORE;F;655
2013;8601;Enna KORE;M;321
2013;8701;Catania;F;4488
2013;8701;Catania;M;2612
2013;9001;Sassari;F;1401
2013;9001;Sassari;M;685
2013;9201;Cagliari;F;2762
2013;9201;Cagliari;M;1557
2012;101;Torino;F;7314
2012;101;Torino;M;4053
2012;102;Torino Politecnico;F;1647
2012;102;Torino Politecnico;M;3683
2012;201;Piemonte Orientale;F;937
2012;201;Piemonte Orientale;M;515
2012;401;Bra Scienze Gastronomiche;F;30
2012;401;Bra Scienze Gastronomiche;M;38
2012;701;Aosta;F;115
2012;701;Aosta;M;42
2012;1001;Genova;F;3666
2012;1001;Genova;M;2497
2012;1201;Castellanza LIUC;F;162
2012;1201;Castellanza LIUC;M;357
2012;1202;Insubria;F;1015
2012;1202;Insubria;M;665
2012;1301;Novedrate e-Campus - telematica;F;209
2012;1301;Novedrate e-Campus - telematica;M;321
2012;1501;Milano;F;6361
2012;1501;Milano;M;3803
2012;1502;Milano Politecnico;F;3344
2012;1502;Milano Politecnico;M;5565
2012;1503;Milano Bocconi;F;2079
2012;1503;Milano Bocconi;M;2188
2012;1504;Milano Cattolica;F;6328
2012;1504;Milano Cattolica;M;2920
2012;1505;Milano IULM;F;791
2012;1505;Milano IULM;M;266
2012;1508;Milano San Raffaele;F;371
2012;1508;Milano San Raffaele;M;162
2012;1509;Milano Bicocca;F;3621
2012;1509;Milano Bicocca;M;1944
2012;1601;Bergamo;F;1627
2012;1601;Bergamo;M;917
2012;1701;Brescia;F;1181
2012;1701;Brescia;M;1235
2012;1801;Pavia;F;2327
2012;1801;Pavia;M;1784
2012;2101;Bolzano;F;493
2012;2101;Bolzano;M;150
2012;2201;Trento;F;1525
2012;2201;Trento;M;1394
2012;2301;Verona;F;2975
2012;2301;Verona;M;1383
2012;2701;Venezia Cà Foscari;F;2588
2012;2701;Venezia Cà Foscari;M;1226
