AnnoS;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Lau
2018;Laurea  - dm 509/99;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;12
2018;Laurea  - dm 509/99;24;Scienze e tecnologie farmaceutiche;F;43
2018;Laurea  - dm 509/99;24;Scienze e tecnologie farmaceutiche;M;19
2018;Laurea  - dm 509/99;25;Scienze e tecnologie fisiche;F;6
2018;Laurea  - dm 509/99;25;Scienze e tecnologie fisiche;M;16
2018;Laurea  - dm 509/99;26;Scienze e tecnologie informatiche;F;15
2018;Laurea  - dm 509/99;26;Scienze e tecnologie informatiche;M;68
2018;Laurea  - dm 509/99;27;Scienze e tecnologie per l'ambiente e la natura;F;18
2018;Laurea  - dm 509/99;27;Scienze e tecnologie per l'ambiente e la natura;M;17
2018;Laurea  - dm 509/99;28;Scienze economiche;F;91
2018;Laurea  - dm 509/99;28;Scienze economiche;M;82
2018;Laurea  - dm 509/99;29;Filosofia;F;32
2018;Laurea  - dm 509/99;29;Filosofia;M;26
2018;Laurea  - dm 509/99;30;Scienze geografiche;F;5
2018;Laurea  - dm 509/99;30;Scienze geografiche;M;5
2018;Laurea  - dm 509/99;31;Scienze giuridiche;F;56
2018;Laurea  - dm 509/99;31;Scienze giuridiche;M;45
2018;Laurea  - dm 509/99;32;Scienze matematiche;F;24
2018;Laurea  - dm 509/99;32;Scienze matematiche;M;12
2018;Laurea  - dm 509/99;33;Scienze delle attivita motorie e sportive;F;22
2018;Laurea  - dm 509/99;33;Scienze delle attivita motorie e sportive;M;78
2018;Laurea  - dm 509/99;34;Scienze e tecniche psicologiche;F;95
2018;Laurea  - dm 509/99;34;Scienze e tecniche psicologiche;M;29
2018;Laurea  - dm 509/99;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;4
2018;Laurea  - dm 509/99;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;8
2018;Laurea  - dm 509/99;36;Scienze sociologiche;F;25
2018;Laurea  - dm 509/99;36;Scienze sociologiche;M;6
2018;Laurea  - dm 509/99;37;Scienze statistiche;F;1
2018;Laurea  - dm 509/99;37;Scienze statistiche;M;7
2018;Laurea  - dm 509/99;38;Scienze storiche;F;14
2018;Laurea  - dm 509/99;38;Scienze storiche;M;16
2018;Laurea  - dm 509/99;39;Scienze del turismo;F;31
2018;Laurea  - dm 509/99;39;Scienze del turismo;M;4
2018;Laurea  - dm 509/99;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;15
2018;Laurea  - dm 509/99;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;5
2018;Laurea  - dm 509/99;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;3
2018;Laurea  - dm 509/99;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;1
2018;Laurea  - dm 509/99;42;Disegno industriale;F;5
2018;Laurea  - dm 509/99;42;Disegno industriale;M;5
2018;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;F;46
2018;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;M;250
2018;Laurea  - dm 509/99;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;55
2018;Laurea  - dm 509/99;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;32
2018;Laurea  - dm 509/99;SNT2;Professioni sanitarie della riabilitazione;F;23
2018;Laurea  - dm 509/99;SNT2;Professioni sanitarie della riabilitazione;M;16
2018;Laurea  - dm 509/99;SNT3;Professioni sanitarie tecniche;F;7
2018;Laurea  - dm 509/99;SNT3;Professioni sanitarie tecniche;M;13
2018;Laurea  - dm 509/99;SNT4;Professioni sanitarie della prevenzione;F;4
2018;Laurea  - dm 509/99;SNT4;Professioni sanitarie della prevenzione;M;4
2018;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8910
2018;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;2880
2018;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;2658
2018;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;1474
2018;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;1814
2018;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;1032
2018;Laurea - dm 270/04;L/SNT4;Professioni sanitarie della prevenzione;F;372
2018;Laurea - dm 270/04;L/SNT4;Professioni sanitarie della prevenzione;M;290
2018;Laurea - dm 270/04;L-01;Beni culturali;F;2277
2018;Laurea - dm 270/04;L-01;Beni culturali;M;705
2018;Laurea - dm 270/04;L-02;Biotecnologie;F;1597
2018;Laurea - dm 270/04;L-02;Biotecnologie;M;769
2018;Laurea - dm 270/04;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;1144
2018;Laurea - dm 270/04;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;567
2018;Laurea - dm 270/04;L-04;Disegno industriale;F;1308
2018;Laurea - dm 270/04;L-04;Disegno industriale;M;846
2018;Laurea - dm 270/04;L-05;Filosofia;F;1114
2018;Laurea - dm 270/04;L-05;Filosofia;M;1094
2018;Laurea - dm 270/04;L-06;Geografia;F;46
2018;Laurea - dm 270/04;L-06;Geografia;M;54
2018;Laurea - dm 270/04;L-07;Ingegneria civile e ambientale;F;1258
2018;Laurea - dm 270/04;L-07;Ingegneria civile e ambientale;M;2696
2018;Laurea - dm 270/04;L-08;Ingegneria dell'informazione;F;1796
2018;Laurea - dm 270/04;L-08;Ingegneria dell'informazione;M;5923
2018;Laurea - dm 270/04;L-09;Ingegneria industriale;F;3475
2018;Laurea - dm 270/04;L-09;Ingegneria industriale;M;10220
2018;Laurea - dm 270/04;L-10;Lettere;F;3980
2018;Laurea - dm 270/04;L-10;Lettere;M;1372
2018;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;6931
2018;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;1390
2018;Laurea - dm 270/04;L-12;Mediazione linguistica;F;5537
2018;Laurea - dm 270/04;L-12;Mediazione linguistica;M;997
2018;Laurea - dm 270/04;L-13;Scienze biologiche;F;2976
2018;Laurea - dm 270/04;L-13;Scienze biologiche;M;997
2018;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;1639
2018;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;1412
2018;Laurea - dm 270/04;L-15;Scienze del turismo;F;1389
2018;Laurea - dm 270/04;L-15;Scienze del turismo;M;407
2018;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;934
2018;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;763
2018;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;1554
2018;Laurea - dm 270/04;L-17;Scienze dell'architettura;M;1175
2018;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;10994
2018;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;M;12846
2018;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;8293
2018;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;741
2018;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;4384
2018;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;2073
2018;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;180
2018;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;226
2018;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;1874
2018;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;3875
2018;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;F;421
2018;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;M;522
2018;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;6467
2018;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;1631
2018;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;758
2018;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;1761
2018;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;F;1237
2018;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;M;978
2018;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;841
2018;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;1042
2018;Laurea - dm 270/04;L-28;Scienze e tecnologie della navigazione;F;30
2018;Laurea - dm 270/04;L-28;Scienze e tecnologie della navigazione;M;157
2018;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;F;634
2018;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;173
2018;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;647
2018;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;1361
2018;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;F;417
2018;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;2580
2018;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;679
2018;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;550
2018;Laurea - dm 270/04;L-33;Scienze economiche;F;3027
2018;Laurea - dm 270/04;L-33;Scienze economiche;M;3848
2018;Laurea - dm 270/04;L-34;Scienze geologiche;F;286
2018;Laurea - dm 270/04;L-34;Scienze geologiche;M;510
2018;Laurea - dm 270/04;L-35;Scienze matematiche;F;662
2018;Laurea - dm 270/04;L-35;Scienze matematiche;M;698
2018;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;3424
2018;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;3670
2018;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;275
2018;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;175
2018;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;647
2018;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;225
2018;Laurea - dm 270/04;L-39;Servizio sociale;F;2562
2018;Laurea - dm 270/04;L-39;Servizio sociale;M;201
2018;Laurea - dm 270/04;L-40;Sociologia;F;1283
2018;Laurea - dm 270/04;L-40;Sociologia;M;391
2018;Laurea - dm 270/04;L-41;Statistica;F;246
2018;Laurea - dm 270/04;L-41;Statistica;M;368
2018;Laurea - dm 270/04;L-42;Storia;F;462
2018;Laurea - dm 270/04;L-42;Storia;M;825
2018;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;F;116
2018;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;M;26
2018;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;F;648
2018;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;188
2018;Laurea Magistrale - dm 270/04;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;362
2018;Laurea Magistrale - dm 270/04;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;111
2018;Laurea Magistrale - dm 270/04;LM/SNT3;Scienze delle professioni sanitarie tecniche;F;186
2018;Laurea Magistrale - dm 270/04;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;115
2018;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;93
2018;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;88
2018;Laurea Magistrale - dm 270/04;LM-01;Antropologia culturale ed etnologia;F;150
2018;Laurea Magistrale - dm 270/04;LM-01;Antropologia culturale ed etnologia;M;93
2018;Laurea Magistrale - dm 270/04;LM-02;Archeologia;F;490
2018;Laurea Magistrale - dm 270/04;LM-02;Archeologia;M;268
2018;Laurea Magistrale - dm 270/04;LM-03;Architettura del paesaggio;F;75
2018;Laurea Magistrale - dm 270/04;LM-03;Architettura del paesaggio;M;57
2018;Laurea Magistrale - dm 270/04;LM-04;Architettura e ingegneria edile-architettura;F;1657
2018;Laurea Magistrale - dm 270/04;LM-04;Architettura e ingegneria edile-architettura;M;1253
2018;Laurea Magistrale - dm 270/04;LM-05;Archivistica e biblioteconomia;F;80
2018;Laurea Magistrale - dm 270/04;LM-05;Archivistica e biblioteconomia;M;19
2018;Laurea Magistrale - dm 270/04;LM-06;Biologia;F;2348
2018;Laurea Magistrale - dm 270/04;LM-06;Biologia;M;883
2018;Laurea Magistrale - dm 270/04;LM-07;Biotecnologie agrarie;F;89
2018;Laurea Magistrale - dm 270/04;LM-07;Biotecnologie agrarie;M;39
2018;Laurea Magistrale - dm 270/04;LM-08;Biotecnologie industriali;F;252
2018;Laurea Magistrale - dm 270/04;LM-08;Biotecnologie industriali;M;153
2018;Laurea Magistrale - dm 270/04;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;F;905
2018;Laurea Magistrale - dm 270/04;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;M;366
2018;Laurea Magistrale - dm 270/04;LM-11;Scienze per la conservazione dei beni culturali;F;82
2018;Laurea Magistrale - dm 270/04;LM-11;Scienze per la conservazione dei beni culturali;M;23
2018;Laurea Magistrale - dm 270/04;LM-12;Design;F;629
2018;Laurea Magistrale - dm 270/04;LM-12;Design;M;328
2018;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;2167
2018;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;M;635
2018;Laurea Magistrale - dm 270/04;LM-15;Filologia, letterature e storia dell'antichità;F;493
2018;Laurea Magistrale - dm 270/04;LM-15;Filologia, letterature e storia dell'antichità;M;175
2018;Laurea Magistrale - dm 270/04;LM-16;Finanza;F;290
2018;Laurea Magistrale - dm 270/04;LM-16;Finanza;M;553
2018;Laurea Magistrale - dm 270/04;LM-17;Fisica;F;284
2018;Laurea Magistrale - dm 270/04;LM-17;Fisica;M;725
2018;Laurea Magistrale - dm 270/04;LM-18;Informatica;F;145
2018;Laurea Magistrale - dm 270/04;LM-18;Informatica;M;643
2018;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;F;506
2018;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;M;192
2018;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;F;95
2018;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;680
2018;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;F;689
2018;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;M;488
2018;Laurea Magistrale - dm 270/04;LM-22;Ingegneria chimica;F;327
2018;Laurea Magistrale - dm 270/04;LM-22;Ingegneria chimica;M;425
2018;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;784
2018;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;1909
2018;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;F;412
2018;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;M;559
2018;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;F;93
2018;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;M;574
2018;Laurea Magistrale - dm 270/04;LM-26;Ingegneria della sicurezza;F;71
2018;Laurea Magistrale - dm 270/04;LM-26;Ingegneria della sicurezza;M;372
2018;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;F;98
2018;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;M;393
2018;Laurea Magistrale - dm 270/04;LM-28;Ingegneria elettrica;F;51
2018;Laurea Magistrale - dm 270/04;LM-28;Ingegneria elettrica;M;516
2018;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;F;135
2018;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;790
2018;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;F;248
2018;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;M;883
2018;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;1093
2018;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;M;1787
2018;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;F;249
2018;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;M;1570
2018;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;F;338
2018;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;2789
2018;Laurea Magistrale - dm 270/04;LM-34;Ingegneria navale;F;30
2018;Laurea Magistrale - dm 270/04;LM-34;Ingegneria navale;M;146
2018;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;F;417
2018;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;594
2018;Laurea Magistrale - dm 270/04;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;201
2018;Laurea Magistrale - dm 270/04;LM-36;Lingue e letterature dell'Africa e dell'Asia;M;54
2018;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;1675
2018;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;M;264
2018;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;1628
2018;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;M;230
2018;Laurea Magistrale - dm 270/04;LM-39;Linguistica;F;413
2018;Laurea Magistrale - dm 270/04;LM-39;Linguistica;M;74
2018;Laurea Magistrale - dm 270/04;LM-40;Matematica;F;558
2018;Laurea Magistrale - dm 270/04;LM-40;Matematica;M;486
2018;Laurea Magistrale - dm 270/04;LM-43;Metodologie informatiche per le discipline umanistiche;F;17
2018;Laurea Magistrale - dm 270/04;LM-43;Metodologie informatiche per le discipline umanistiche;M;11
2018;Laurea Magistrale - dm 270/04;LM-44;Modellistica matematico-fisica per l'ingegneria;F;98
2018;Laurea Magistrale - dm 270/04;LM-44;Modellistica matematico-fisica per l'ingegneria;M;197
2018;Laurea Magistrale - dm 270/04;LM-45;Musicologia e beni musicali;F;65
2018;Laurea Magistrale - dm 270/04;LM-45;Musicologia e beni musicali;M;49
2018;Laurea Magistrale - dm 270/04;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;F;107
2018;Laurea Magistrale - dm 270/04;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;M;255
2018;Laurea Magistrale - dm 270/04;LM-48;Pianificazione territoriale urbanistica e ambientale;F;148
2018;Laurea Magistrale - dm 270/04;LM-48;Pianificazione territoriale urbanistica e ambientale;M;135
2018;Laurea Magistrale - dm 270/04;LM-49;Progettazione e gestione dei sistemi turistici;F;365
2018;Laurea Magistrale - dm 270/04;LM-49;Progettazione e gestione dei sistemi turistici;M;84
2018;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;F;609
2018;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;M;45
2018;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;5575
2018;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;1157
2018;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;1183
2018;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;805
2018;Laurea Magistrale - dm 270/04;LM-53;Scienza e ingegneria dei materiali;F;149
2018;Laurea Magistrale - dm 270/04;LM-53;Scienza e ingegneria dei materiali;M;333
2018;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;473
2018;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;511
2018;Laurea Magistrale - dm 270/04;LM-55;Scienze cognitive;F;82
2018;Laurea Magistrale - dm 270/04;LM-55;Scienze cognitive;M;39
2018;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;1812
2018;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;M;2178
2018;Laurea Magistrale - dm 270/04;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;355
2018;Laurea Magistrale - dm 270/04;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;35
2018;Laurea Magistrale - dm 270/04;LM-58;Scienze dell'universo;F;44
2018;Laurea Magistrale - dm 270/04;LM-58;Scienze dell'universo;M;45
2018;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;1007
2018;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;401
2018;Laurea Magistrale - dm 270/04;LM-60;Scienze della natura;F;144
2018;Laurea Magistrale - dm 270/04;LM-60;Scienze della natura;M;100
2018;Laurea Magistrale - dm 270/04;LM-61;Scienze della nutrizione umana;F;783
2018;Laurea Magistrale - dm 270/04;LM-61;Scienze della nutrizione umana;M;242
2018;Laurea Magistrale - dm 270/04;LM-62;Scienze della politica;F;455
2018;Laurea Magistrale - dm 270/04;LM-62;Scienze della politica;M;453
2018;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;F;686
2018;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;M;487
2018;Laurea Magistrale - dm 270/04;LM-64;Scienze delle religioni;F;15
2018;Laurea Magistrale - dm 270/04;LM-64;Scienze delle religioni;M;14
2018;Laurea Magistrale - dm 270/04;LM-65;Scienze dello spettacolo e produzione multimediale;F;391
2018;Laurea Magistrale - dm 270/04;LM-65;Scienze dello spettacolo e produzione multimediale;M;238
2018;Laurea Magistrale - dm 270/04;LM-66;Sicurezza informatica;F;5
2018;Laurea Magistrale - dm 270/04;LM-66;Sicurezza informatica;M;23
2018;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;758
2018;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;845
2018;Laurea Magistrale - dm 270/04;LM-68;Scienze e tecniche dello sport;F;210
2018;Laurea Magistrale - dm 270/04;LM-68;Scienze e tecniche dello sport;M;596
2018;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;F;245
2018;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;M;579
2018;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;F;567
2018;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;M;311
2018;Laurea Magistrale - dm 270/04;LM-71;Scienze e tecnologie della chimica industriale;F;109
2018;Laurea Magistrale - dm 270/04;LM-71;Scienze e tecnologie della chimica industriale;M;172
2018;Laurea Magistrale - dm 270/04;LM-72;Scienze e tecnologie della navigazione;F;4
2018;Laurea Magistrale - dm 270/04;LM-72;Scienze e tecnologie della navigazione;M;13
2018;Laurea Magistrale - dm 270/04;LM-73;Scienze e tecnologie forestali ed ambientali;F;113
2018;Laurea Magistrale - dm 270/04;LM-73;Scienze e tecnologie forestali ed ambientali;M;188
2018;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;F;240
2018;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;M;419
2018;Laurea Magistrale - dm 270/04;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;204
2018;Laurea Magistrale - dm 270/04;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;190
2018;Laurea Magistrale - dm 270/04;LM-76;Scienze economiche per l'ambiente e la cultura;F;282
2018;Laurea Magistrale - dm 270/04;LM-76;Scienze economiche per l'ambiente e la cultura;M;75
2018;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;7666
2018;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;7589
2018;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;F;641
2018;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;M;616
2018;Laurea Magistrale - dm 270/04;LM-79;Scienze geofisiche;F;10
2018;Laurea Magistrale - dm 270/04;LM-79;Scienze geofisiche;M;15
2018;Laurea Magistrale - dm 270/04;LM-80;Scienze geografiche;F;23
2018;Laurea Magistrale - dm 270/04;LM-80;Scienze geografiche;M;39
2018;Laurea Magistrale - dm 270/04;LM-81;Scienze per la cooperazione allo sviluppo;F;331
2018;Laurea Magistrale - dm 270/04;LM-81;Scienze per la cooperazione allo sviluppo;M;139
2018;Laurea Magistrale - dm 270/04;LM-82;Scienze statistiche;F;213
2018;Laurea Magistrale - dm 270/04;LM-82;Scienze statistiche;M;222
2018;Laurea Magistrale - dm 270/04;LM-83;Scienze statistiche attuariali e finanziarie;F;101
2018;Laurea Magistrale - dm 270/04;LM-83;Scienze statistiche attuariali e finanziarie;M;148
2018;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;F;352
2018;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;M;575
2018;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;1949
2018;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;M;193
2018;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;F;158
2018;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;M;85
2018;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;F;1141
2018;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;M;91
2018;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;F;477
2018;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;M;191
2018;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;F;955
2018;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;M;228
2018;Laurea Magistrale - dm 270/04;LM-90;Studi europei;F;78
2018;Laurea Magistrale - dm 270/04;LM-90;Studi europei;M;68
2018;Laurea Magistrale - dm 270/04;LM-91;Tecniche e metodi per la societa dell'informazione;F;9
2018;Laurea Magistrale - dm 270/04;LM-91;Tecniche e metodi per la societa dell'informazione;M;22
2018;Laurea Magistrale - dm 270/04;LM-92;Teorie della comunicazione;F;357
2018;Laurea Magistrale - dm 270/04;LM-92;Teorie della comunicazione;M;123
2018;Laurea Magistrale - dm 270/04;LM-93;Teorie e metodologie dell'e-learning e della media education;F;1
2018;Laurea Magistrale - dm 270/04;LM-94;Traduzione specialistica e interpretariato;F;778
2018;Laurea Magistrale - dm 270/04;LM-94;Traduzione specialistica e interpretariato;M;119
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);F;1666
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);M;1269
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;3209
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;1103
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;5133
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;4391
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;F;559
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;M;238
2018;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;F;379
